AEBODSYS,AEHLGT,AEHLT,AEDECOD,A,C,B,D,APLUSB,CPLUSD,N,PCTTREAT,PCTCONTROL,RD,RR,PVALUE
"CARDIAC DISORDERS","CARDIAC ARRHYTHMIAS","RATE AND RHYTHM DISORDERS NEC","TACHYCARDIA",0,1,273,272,273,273,546,0,0.4,-0.4,0,0.7
"CARDIAC DISORDERS","CARDIAC ARRHYTHMIAS","RATE AND RHYTHM DISORDERS NEC",,1,2,272,271,273,273,546,0.4,0.7,-0.4,0.5,1
"CARDIAC DISORDERS","CARDIAC ARRHYTHMIAS","SUPRAVENTRICULAR ARRHYTHMIAS","ATRIAL FIBRILLATION",4,3,269,270,273,273,546,1.5,1.1,0.4,1.3,1.3
"CARDIAC DISORDERS","CARDIAC ARRHYTHMIAS","SUPRAVENTRICULAR ARRHYTHMIAS","SINUS BRADYCARDIA",1,1,272,272,273,273,546,0.4,0.4,0,1,0.7
"CARDIAC DISORDERS","CARDIAC ARRHYTHMIAS","SUPRAVENTRICULAR ARRHYTHMIAS",,5,4,268,269,273,273,546,1.8,1.5,0.4,1.2,1.4
"CARDIAC DISORDERS","CARDIAC ARRHYTHMIAS","VENTRICULAR ARRHYTHMIAS AND CARDIAC ARREST","CARDIAC ARREST",1,0,272,273,273,273,546,0.4,0,0.4,0,0.7
"CARDIAC DISORDERS","CARDIAC ARRHYTHMIAS","VENTRICULAR ARRHYTHMIAS AND CARDIAC ARREST","MYOCARDIAL INFARCTION",0,1,273,272,273,273,546,0,0.4,-0.4,0,0.7
"CARDIAC DISORDERS","CARDIAC ARRHYTHMIAS","VENTRICULAR ARRHYTHMIAS AND CARDIAC ARREST","VENTRICULAR ARRHYTHMIA",1,0,272,273,273,273,546,0.4,0,0.4,0,0.7
"CARDIAC DISORDERS","CARDIAC ARRHYTHMIAS","VENTRICULAR ARRHYTHMIAS AND CARDIAC ARREST","VENTRICULAR EXTRASYSTOLES",2,0,271,273,273,273,546,0.7,0,0.7,0,1.4
"CARDIAC DISORDERS","CARDIAC ARRHYTHMIAS","VENTRICULAR ARRHYTHMIAS AND CARDIAC ARREST","VENTRICULAR TACHYCARDIA",0,1,273,272,273,273,546,0,0.4,-0.4,0,0.7
"CARDIAC DISORDERS","CARDIAC ARRHYTHMIAS","VENTRICULAR ARRHYTHMIAS AND CARDIAC ARREST",,4,2,269,271,273,273,546,1.5,0.7,0.7,2,1.4
"CARDIAC DISORDERS","CARDIAC ARRHYTHMIAS",,,11,9,262,264,273,273,546,4,3.3,0.7,1.2,1.8
"CARDIAC DISORDERS","CARDIAC DISORDER SIGNS AND SYMPTOMS","CARDIAC SIGNS AND SYMPTOMS NEC","CARDIAC DISCOMFORT",3,2,270,271,273,273,546,1.1,0.7,0.4,1.5,1.2
"CARDIAC DISORDERS","CARDIAC DISORDER SIGNS AND SYMPTOMS","CARDIAC SIGNS AND SYMPTOMS NEC","PALPITATIONS",5,6,268,267,273,273,546,1.8,2.2,-0.4,0.8,1.5
"CARDIAC DISORDERS","CARDIAC DISORDER SIGNS AND SYMPTOMS","CARDIAC SIGNS AND SYMPTOMS NEC",,8,8,265,265,273,273,546,2.9,2.9,0,1,1.6
"CARDIAC DISORDERS","CARDIAC DISORDER SIGNS AND SYMPTOMS",,,8,8,265,265,273,273,546,2.9,2.9,0,1,1.6
"CARDIAC DISORDERS","CARDIAC VALVE DISORDERS","MITRAL VALVULAR DISORDERS","MITRAL VALVE INCOMPETENCE",0,1,273,272,273,273,546,0,0.4,-0.4,0,0.7
"CARDIAC DISORDERS","CARDIAC VALVE DISORDERS","MITRAL VALVULAR DISORDERS",,0,1,273,272,273,273,546,0,0.4,-0.4,0,0.7
"CARDIAC DISORDERS","CARDIAC VALVE DISORDERS",,,0,1,273,272,273,273,546,0,0.4,-0.4,0,0.7
"CARDIAC DISORDERS","CORONARY ARTERY DISORDERS","CORONARY ARTERY DISORDERS NEC","CORONARY ARTERY DISEASE",9,8,264,265,273,273,546,3.3,2.9,0.4,1.1,1.7
"CARDIAC DISORDERS","CORONARY ARTERY DISORDERS","CORONARY ARTERY DISORDERS NEC","CORONARY ARTERY OCCLUSION",1,0,272,273,273,273,546,0.4,0,0.4,0,0.7
"CARDIAC DISORDERS","CORONARY ARTERY DISORDERS","CORONARY ARTERY DISORDERS NEC","CORONARY ARTERY STENOSIS",3,2,270,271,273,273,546,1.1,0.7,0.4,1.5,1.2
"CARDIAC DISORDERS","CORONARY ARTERY DISORDERS","CORONARY ARTERY DISORDERS NEC",,13,10,260,263,273,273,546,4.8,3.7,1.1,1.3,2
"CARDIAC DISORDERS","CORONARY ARTERY DISORDERS","ISCHAEMIC CORONARY ARTERY DISORDERS","ACUTE CORONARY SYNDROME",3,0,270,273,273,273,546,1.1,0,1.1,0,2.1
"CARDIAC DISORDERS","CORONARY ARTERY DISORDERS","ISCHAEMIC CORONARY ARTERY DISORDERS","ACUTE MYOCARDIAL INFARCTION",1,2,272,271,273,273,546,0.4,0.7,-0.4,0.5,1
"CARDIAC DISORDERS","CORONARY ARTERY DISORDERS","ISCHAEMIC CORONARY ARTERY DISORDERS","ANGINA PECTORIS",32,18,241,255,273,273,546,11.7,6.6,5.1,1.8,4.3
"CARDIAC DISORDERS","CORONARY ARTERY DISORDERS","ISCHAEMIC CORONARY ARTERY DISORDERS","ANGINA UNSTABLE",3,5,270,268,273,273,546,1.1,1.8,-0.7,0.6,1.5
"CARDIAC DISORDERS","CORONARY ARTERY DISORDERS","ISCHAEMIC CORONARY ARTERY DISORDERS","ATRIOVENTRICULAR BLOCK COMPLETE",1,0,272,273,273,273,546,0.4,0,0.4,0,0.7
"CARDIAC DISORDERS","CORONARY ARTERY DISORDERS","ISCHAEMIC CORONARY ARTERY DISORDERS","MYOCARDIAL INFARCTION",2,2,271,271,273,273,546,0.7,0.7,0,1,1
"CARDIAC DISORDERS","CORONARY ARTERY DISORDERS","ISCHAEMIC CORONARY ARTERY DISORDERS",,42,27,231,246,273,273,546,15.4,9.9,5.5,1.6,4.1
"CARDIAC DISORDERS","CORONARY ARTERY DISORDERS",,,55,37,218,236,273,273,546,20.1,13.6,6.6,1.5,4.5
"CARDIAC DISORDERS","CORONARY NECROSIS AND VASCULAR INSUFFICIENCY","ARTERIOSCLEROSIS CORONARY ARTERY","CORONARY ARTERY ATHEROSCLEROSIS",0,1,273,272,273,273,546,0,0.4,-0.4,0,0.7
"CARDIAC DISORDERS","CORONARY NECROSIS AND VASCULAR INSUFFICIENCY","ARTERIOSCLEROSIS CORONARY ARTERY",,0,1,273,272,273,273,546,0,0.4,-0.4,0,0.7
"CARDIAC DISORDERS","CORONARY NECROSIS AND VASCULAR INSUFFICIENCY",,,0,1,273,272,273,273,546,0,0.4,-0.4,0,0.7
"CARDIAC DISORDERS","GENERAL SYSTEM DISORDERS NEC","PAIN AND DISCOMFORT NEC","ANGINA PECTORIS",0,1,273,272,273,273,546,0,0.4,-0.4,0,0.7
"CARDIAC DISORDERS","GENERAL SYSTEM DISORDERS NEC","PAIN AND DISCOMFORT NEC",,0,1,273,272,273,273,546,0,0.4,-0.4,0,0.7
"CARDIAC DISORDERS","GENERAL SYSTEM DISORDERS NEC",,,0,1,273,272,273,273,546,0,0.4,-0.4,0,0.7
"CARDIAC DISORDERS","HEART FAILURES","HEART FAILURES NEC","CARDIAC FAILURE CONGESTIVE",4,2,269,271,273,273,546,1.5,0.7,0.7,2,1.4
"CARDIAC DISORDERS","HEART FAILURES","HEART FAILURES NEC",,4,2,269,271,273,273,546,1.5,0.7,0.7,2,1.4
"CARDIAC DISORDERS","HEART FAILURES","RIGHT VENTRICULAR FAILURES","RIGHT VENTRICULAR FAILURE",1,0,272,273,273,273,546,0.4,0,0.4,0,0.7
"CARDIAC DISORDERS","HEART FAILURES","RIGHT VENTRICULAR FAILURES",,1,0,272,273,273,273,546,0.4,0,0.4,0,0.7
"CARDIAC DISORDERS","HEART FAILURES",,,5,2,268,271,273,273,546,1.8,0.7,1.1,2.5,1.8
"CARDIAC DISORDERS","MYOCARDIAL DISORDERS","MYOCARDIAL DISORDERS NEC","CARDIOMEGALY",1,1,272,272,273,273,546,0.4,0.4,0,1,0.7
"CARDIAC DISORDERS","MYOCARDIAL DISORDERS","MYOCARDIAL DISORDERS NEC",,1,1,272,272,273,273,546,0.4,0.4,0,1,0.7
"CARDIAC DISORDERS","MYOCARDIAL DISORDERS",,,1,1,272,272,273,273,546,0.4,0.4,0,1,0.7
"CARDIAC DISORDERS","PERICARDIAL DISORDERS","NONINFECTIOUS PERICARDITIS","PERICARDITIS",1,0,272,273,273,273,546,0.4,0,0.4,0,0.7
"CARDIAC DISORDERS","PERICARDIAL DISORDERS","NONINFECTIOUS PERICARDITIS",,1,0,272,273,273,273,546,0.4,0,0.4,0,0.7
"CARDIAC DISORDERS","PERICARDIAL DISORDERS",,,1,0,272,273,273,273,546,0.4,0,0.4,0,0.7
"CARDIAC DISORDERS",,,,81,60,192,213,273,273,546,29.7,22,7.7,1.4,4.7
"CONGENITAL, FAMILIAL AND GENETIC DISORDERS","SKIN AND SUBCUTANEOUS TISSUE DISORDERS CONGENITAL","SKIN AND SUBCUTANEOUS TISSUE DISORDERS CONGENITAL NEC","DERMOID CYST",0,1,273,272,273,273,546,0,0.4,-0.4,0,0.7
"CONGENITAL, FAMILIAL AND GENETIC DISORDERS","SKIN AND SUBCUTANEOUS TISSUE DISORDERS CONGENITAL","SKIN AND SUBCUTANEOUS TISSUE DISORDERS CONGENITAL NEC",,0,1,273,272,273,273,546,0,0.4,-0.4,0,0.7
"CONGENITAL, FAMILIAL AND GENETIC DISORDERS","SKIN AND SUBCUTANEOUS TISSUE DISORDERS CONGENITAL",,,0,1,273,272,273,273,546,0,0.4,-0.4,0,0.7
"CONGENITAL, FAMILIAL AND GENETIC DISORDERS",,,,0,1,273,272,273,273,546,0,0.4,-0.4,0,0.7
"EAR AND LABYRINTH DISORDERS","AURAL DISORDERS NEC","EAR DISORDERS NEC","EAR PAIN",2,0,271,273,273,273,546,0.7,0,0.7,0,1.4
"EAR AND LABYRINTH DISORDERS","AURAL DISORDERS NEC","EAR DISORDERS NEC",,2,0,271,273,273,273,546,0.7,0,0.7,0,1.4
"EAR AND LABYRINTH DISORDERS","AURAL DISORDERS NEC",,,2,0,271,273,273,273,546,0.7,0,0.7,0,1.4
"EAR AND LABYRINTH DISORDERS","EXTERNAL EAR DISORDERS (EXCL CONGENITAL)","EXTERNAL EAR DISORDERS NEC","AURICULAR SWELLING",1,0,272,273,273,273,546,0.4,0,0.4,0,0.7
"EAR AND LABYRINTH DISORDERS","EXTERNAL EAR DISORDERS (EXCL CONGENITAL)","EXTERNAL EAR DISORDERS NEC","CERUMEN IMPACTION",1,2,272,271,273,273,546,0.4,0.7,-0.4,0.5,1
"EAR AND LABYRINTH DISORDERS","EXTERNAL EAR DISORDERS (EXCL CONGENITAL)","EXTERNAL EAR DISORDERS NEC",,2,2,271,271,273,273,546,0.7,0.7,0,1,1
"EAR AND LABYRINTH DISORDERS","EXTERNAL EAR DISORDERS (EXCL CONGENITAL)",,,2,2,271,271,273,273,546,0.7,0.7,0,1,1
"EAR AND LABYRINTH DISORDERS","HEARING DISORDERS","HEARING LOSSES","HYPOACUSIS",1,1,272,272,273,273,546,0.4,0.4,0,1,0.7
"EAR AND LABYRINTH DISORDERS","HEARING DISORDERS","HEARING LOSSES",,1,1,272,272,273,273,546,0.4,0.4,0,1,0.7
"EAR AND LABYRINTH DISORDERS","HEARING DISORDERS",,,1,1,272,272,273,273,546,0.4,0.4,0,1,0.7
"EAR AND LABYRINTH DISORDERS","INNER EAR AND VIIITH CRANIAL NERVE DISORDERS","INNER EAR SIGNS AND SYMPTOMS","TINNITUS",2,2,271,271,273,273,546,0.7,0.7,0,1,1
"EAR AND LABYRINTH DISORDERS","INNER EAR AND VIIITH CRANIAL NERVE DISORDERS","INNER EAR SIGNS AND SYMPTOMS","VERTIGO",2,3,271,270,273,273,546,0.7,1.1,-0.4,0.7,1.2
"EAR AND LABYRINTH DISORDERS","INNER EAR AND VIIITH CRANIAL NERVE DISORDERS","INNER EAR SIGNS AND SYMPTOMS",,4,5,269,268,273,273,546,1.5,1.8,-0.4,0.8,1.4
"EAR AND LABYRINTH DISORDERS","INNER EAR AND VIIITH CRANIAL NERVE DISORDERS",,,4,5,269,268,273,273,546,1.5,1.8,-0.4,0.8,1.4
"EAR AND LABYRINTH DISORDERS","MIDDLE EAR DISORDERS (EXCL CONGENITAL)","TYMPANIC MEMBRANE DISORDERS (EXCL INFECTIONS)","TYMPANIC MEMBRANE PERFORATION",0,1,273,272,273,273,546,0,0.4,-0.4,0,0.7
"EAR AND LABYRINTH DISORDERS","MIDDLE EAR DISORDERS (EXCL CONGENITAL)","TYMPANIC MEMBRANE DISORDERS (EXCL INFECTIONS)",,0,1,273,272,273,273,546,0,0.4,-0.4,0,0.7
"EAR AND LABYRINTH DISORDERS","MIDDLE EAR DISORDERS (EXCL CONGENITAL)",,,0,1,273,272,273,273,546,0,0.4,-0.4,0,0.7
"EAR AND LABYRINTH DISORDERS",,,,9,9,264,264,273,273,546,3.3,3.3,0,1,1.7
"ENDOCRINE DISORDERS","ADRENAL GLAND DISORDERS","ADRENAL GLAND DISORDERS NEC","ADRENAL MASS",1,0,272,273,273,273,546,0.4,0,0.4,0,0.7
"ENDOCRINE DISORDERS","ADRENAL GLAND DISORDERS","ADRENAL GLAND DISORDERS NEC",,1,0,272,273,273,273,546,0.4,0,0.4,0,0.7
"ENDOCRINE DISORDERS","ADRENAL GLAND DISORDERS",,,1,0,272,273,273,273,546,0.4,0,0.4,0,0.7
"ENDOCRINE DISORDERS","ENDOCRINE DISORDERS OF GONADAL FUNCTION","ENDOCRINE ABNORMALITIES OF GONADAL FUNCTION NEC","HYPOGONADISM",0,1,273,272,273,273,546,0,0.4,-0.4,0,0.7
"ENDOCRINE DISORDERS","ENDOCRINE DISORDERS OF GONADAL FUNCTION","ENDOCRINE ABNORMALITIES OF GONADAL FUNCTION NEC",,0,1,273,272,273,273,546,0,0.4,-0.4,0,0.7
"ENDOCRINE DISORDERS","ENDOCRINE DISORDERS OF GONADAL FUNCTION",,,0,1,273,272,273,273,546,0,0.4,-0.4,0,0.7
"ENDOCRINE DISORDERS","THYROID GLAND DISORDERS","THYROID DISORDERS NEC","GOITRE",1,0,272,273,273,273,546,0.4,0,0.4,0,0.7
"ENDOCRINE DISORDERS","THYROID GLAND DISORDERS","THYROID DISORDERS NEC",,1,0,272,273,273,273,546,0.4,0,0.4,0,0.7
"ENDOCRINE DISORDERS","THYROID GLAND DISORDERS","THYROID HYPOFUNCTION DISORDERS","HYPOTHYROIDISM",0,1,273,272,273,273,546,0,0.4,-0.4,0,0.7
"ENDOCRINE DISORDERS","THYROID GLAND DISORDERS","THYROID HYPOFUNCTION DISORDERS",,0,1,273,272,273,273,546,0,0.4,-0.4,0,0.7
"ENDOCRINE DISORDERS","THYROID GLAND DISORDERS",,,1,1,272,272,273,273,546,0.4,0.4,0,1,0.7
"ENDOCRINE DISORDERS",,,,2,2,271,271,273,273,546,0.7,0.7,0,1,1
"EYE DISORDERS","ANTERIOR EYE STRUCTURAL CHANGE, DEPOSIT AND DEGENERATION","CATARACT CONDITIONS","CATARACT",5,5,268,268,273,273,546,1.8,1.8,0,1,1.4
"EYE DISORDERS","ANTERIOR EYE STRUCTURAL CHANGE, DEPOSIT AND DEGENERATION","CATARACT CONDITIONS",,5,5,268,268,273,273,546,1.8,1.8,0,1,1.4
"EYE DISORDERS","ANTERIOR EYE STRUCTURAL CHANGE, DEPOSIT AND DEGENERATION","CONJUNCTIVAL STRUCTURAL CHANGE, DEPOSIT AND DEGENERATION","PTERYGIUM",0,1,273,272,273,273,546,0,0.4,-0.4,0,0.7
"EYE DISORDERS","ANTERIOR EYE STRUCTURAL CHANGE, DEPOSIT AND DEGENERATION","CONJUNCTIVAL STRUCTURAL CHANGE, DEPOSIT AND DEGENERATION",,0,1,273,272,273,273,546,0,0.4,-0.4,0,0.7
"EYE DISORDERS","ANTERIOR EYE STRUCTURAL CHANGE, DEPOSIT AND DEGENERATION",,,5,6,268,267,273,273,546,1.8,2.2,-0.4,0.8,1.5
"EYE DISORDERS","EYE DISORDERS NEC","LACRIMAL DISORDERS","DRY EYE",0,1,273,272,273,273,546,0,0.4,-0.4,0,0.7
"EYE DISORDERS","EYE DISORDERS NEC","LACRIMAL DISORDERS","LACRIMATION INCREASED",1,0,272,273,273,273,546,0.4,0,0.4,0,0.7
"EYE DISORDERS","EYE DISORDERS NEC","LACRIMAL DISORDERS",,1,1,272,272,273,273,546,0.4,0.4,0,1,0.7
"EYE DISORDERS","EYE DISORDERS NEC","OCULAR DISORDERS NEC","EYE SWELLING",1,0,272,273,273,273,546,0.4,0,0.4,0,0.7
"EYE DISORDERS","EYE DISORDERS NEC","OCULAR DISORDERS NEC",,1,0,272,273,273,273,546,0.4,0,0.4,0,0.7
"EYE DISORDERS","EYE DISORDERS NEC",,,2,1,271,272,273,273,546,0.7,0.4,0.4,2,1
"EYE DISORDERS","GLAUCOMA AND OCULAR HYPERTENSION","GLAUCOMAS (EXCL CONGENITAL)","GLAUCOMA",1,1,272,272,273,273,546,0.4,0.4,0,1,0.7
"EYE DISORDERS","GLAUCOMA AND OCULAR HYPERTENSION","GLAUCOMAS (EXCL CONGENITAL)",,1,1,272,272,273,273,546,0.4,0.4,0,1,0.7
"EYE DISORDERS","GLAUCOMA AND OCULAR HYPERTENSION",,,1,1,272,272,273,273,546,0.4,0.4,0,1,0.7
"EYE DISORDERS","OCULAR HAEMORRHAGES AND VASCULAR DISORDERS NEC","CONJUNCTIVAL AND CORNEAL BLEEDING AND VASCULAR DISORDERS","CONJUNCTIVAL HAEMORRHAGE",1,0,272,273,273,273,546,0.4,0,0.4,0,0.7
"EYE DISORDERS","OCULAR HAEMORRHAGES AND VASCULAR DISORDERS NEC","CONJUNCTIVAL AND CORNEAL BLEEDING AND VASCULAR DISORDERS",,1,0,272,273,273,273,546,0.4,0,0.4,0,0.7
"EYE DISORDERS","OCULAR HAEMORRHAGES AND VASCULAR DISORDERS NEC","OCULAR BLEEDING AND VASCULAR DISORDERS NEC","EYE HAEMORRHAGE",0,1,273,272,273,273,546,0,0.4,-0.4,0,0.7
"EYE DISORDERS","OCULAR HAEMORRHAGES AND VASCULAR DISORDERS NEC","OCULAR BLEEDING AND VASCULAR DISORDERS NEC",,0,1,273,272,273,273,546,0,0.4,-0.4,0,0.7
"EYE DISORDERS","OCULAR HAEMORRHAGES AND VASCULAR DISORDERS NEC",,,1,1,272,272,273,273,546,0.4,0.4,0,1,0.7
"EYE DISORDERS","OCULAR INFECTIONS, IRRITATIONS AND INFLAMMATIONS","CONJUNCTIVAL INFECTIONS, IRRITATIONS AND INFLAMMATIONS","CONJUNCTIVITIS",1,1,272,272,273,273,546,0.4,0.4,0,1,0.7
"EYE DISORDERS","OCULAR INFECTIONS, IRRITATIONS AND INFLAMMATIONS","CONJUNCTIVAL INFECTIONS, IRRITATIONS AND INFLAMMATIONS",,1,1,272,272,273,273,546,0.4,0.4,0,1,0.7
"EYE DISORDERS","OCULAR INFECTIONS, IRRITATIONS AND INFLAMMATIONS","LID, LASH AND LACRIMAL INFECTIONS, IRRITATIONS AND INFLAMMATIONS","EYELID OEDEMA",0,1,273,272,273,273,546,0,0.4,-0.4,0,0.7
"EYE DISORDERS","OCULAR INFECTIONS, IRRITATIONS AND INFLAMMATIONS","LID, LASH AND LACRIMAL INFECTIONS, IRRITATIONS AND INFLAMMATIONS",,0,1,273,272,273,273,546,0,0.4,-0.4,0,0.7
"EYE DISORDERS","OCULAR INFECTIONS, IRRITATIONS AND INFLAMMATIONS","OCULAR INFECTIONS, INFLAMMATIONS AND ASSOCIATED MANIFESTATIONS","CONJUNCTIVITIS",1,0,272,273,273,273,546,0.4,0,0.4,0,0.7
"EYE DISORDERS","OCULAR INFECTIONS, IRRITATIONS AND INFLAMMATIONS","OCULAR INFECTIONS, INFLAMMATIONS AND ASSOCIATED MANIFESTATIONS","EYE PRURITUS",0,1,273,272,273,273,546,0,0.4,-0.4,0,0.7
"EYE DISORDERS","OCULAR INFECTIONS, IRRITATIONS AND INFLAMMATIONS","OCULAR INFECTIONS, INFLAMMATIONS AND ASSOCIATED MANIFESTATIONS",,1,1,272,272,273,273,546,0.4,0.4,0,1,0.7
"EYE DISORDERS","OCULAR INFECTIONS, IRRITATIONS AND INFLAMMATIONS",,,2,3,271,270,273,273,546,0.7,1.1,-0.4,0.7,1.2
"EYE DISORDERS","OCULAR STRUCTURAL CHANGE, DEPOSIT AND DEGENERATION NEC","CHOROID AND VITREOUS STRUCTURAL CHANGE, DEPOSIT AND DEGENERATION","VITREOUS DETACHMENT",0,1,273,272,273,273,546,0,0.4,-0.4,0,0.7
"EYE DISORDERS","OCULAR STRUCTURAL CHANGE, DEPOSIT AND DEGENERATION NEC","CHOROID AND VITREOUS STRUCTURAL CHANGE, DEPOSIT AND DEGENERATION",,0,1,273,272,273,273,546,0,0.4,-0.4,0,0.7
"EYE DISORDERS","OCULAR STRUCTURAL CHANGE, DEPOSIT AND DEGENERATION NEC",,,0,1,273,272,273,273,546,0,0.4,-0.4,0,0.7
"EYE DISORDERS","RETINA, CHOROID AND VITREOUS HAEMORRHAGES AND VASCULAR DISORDERS","RETINAL BLEEDING AND VASCULAR DISORDERS (EXCL RETINOPATHY)","RETINAL HAEMORRHAGE",1,0,272,273,273,273,546,0.4,0,0.4,0,0.7
"EYE DISORDERS","RETINA, CHOROID AND VITREOUS HAEMORRHAGES AND VASCULAR DISORDERS","RETINAL BLEEDING AND VASCULAR DISORDERS (EXCL RETINOPATHY)",,1,0,272,273,273,273,546,0.4,0,0.4,0,0.7
"EYE DISORDERS","RETINA, CHOROID AND VITREOUS HAEMORRHAGES AND VASCULAR DISORDERS","RETINOPATHIES NEC","DIABETIC RETINOPATHY",2,2,271,271,273,273,546,0.7,0.7,0,1,1
"EYE DISORDERS","RETINA, CHOROID AND VITREOUS HAEMORRHAGES AND VASCULAR DISORDERS","RETINOPATHIES NEC",,2,2,271,271,273,273,546,0.7,0.7,0,1,1
"EYE DISORDERS","RETINA, CHOROID AND VITREOUS HAEMORRHAGES AND VASCULAR DISORDERS",,,3,2,270,271,273,273,546,1.1,0.7,0.4,1.5,1.2
"EYE DISORDERS","VISION DISORDERS","PARTIAL VISION LOSS","VISUAL ACUITY REDUCED",1,0,272,273,273,273,546,0.4,0,0.4,0,0.7
"EYE DISORDERS","VISION DISORDERS","PARTIAL VISION LOSS",,1,0,272,273,273,273,546,0.4,0,0.4,0,0.7
"EYE DISORDERS","VISION DISORDERS","VISUAL DISORDERS NEC","DIPLOPIA",0,1,273,272,273,273,546,0,0.4,-0.4,0,0.7
"EYE DISORDERS","VISION DISORDERS","VISUAL DISORDERS NEC","VISION BLURRED",6,3,267,270,273,273,546,2.2,1.1,1.1,2,1.8
"EYE DISORDERS","VISION DISORDERS","VISUAL DISORDERS NEC",,6,4,267,269,273,273,546,2.2,1.5,0.7,1.5,1.6
"EYE DISORDERS","VISION DISORDERS",,,7,4,266,269,273,273,546,2.6,1.5,1.1,1.7,1.8
"EYE DISORDERS","VISUAL DISORDERS NEC","VISUAL IMPAIRMENT","VISUAL DISTURBANCE",1,1,272,272,273,273,546,0.4,0.4,0,1,0.7
"EYE DISORDERS","VISUAL DISORDERS NEC","VISUAL IMPAIRMENT",,1,1,272,272,273,273,546,0.4,0.4,0,1,0.7
"EYE DISORDERS","VISUAL DISORDERS NEC",,,1,1,272,272,273,273,546,0.4,0.4,0,1,0.7
"EYE DISORDERS",,,,22,20,251,253,273,273,546,8.1,7.3,0.7,1.1,2.1
"GASTROINTESTINAL DISORDERS","ABDOMINAL HERNIAS AND OTHER ABDOMINAL WALL CONDITIONS","ABDOMINAL HERNIAS, SITE UNSPECIFIED","ABDOMINAL HERNIA",3,1,270,272,273,273,546,1.1,0.4,0.7,3,1.4
"GASTROINTESTINAL DISORDERS","ABDOMINAL HERNIAS AND OTHER ABDOMINAL WALL CONDITIONS","ABDOMINAL HERNIAS, SITE UNSPECIFIED","ABDOMINAL STRANGULATED HERNIA",0,1,273,272,273,273,546,0,0.4,-0.4,0,0.7
